year,stage,date,player_key,player_display,team_code,opponent_code,minute,minute_extra,penalty,own_goal,source_page
1994,group,1994-06-19,François Omam-Biyik,Omam-Biyik,CMR,SWE,47,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-19,Martin Dahlin,Dahlin,SWE,CMR,75,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-19,Kjetil Rekdal,Rekdal,NOR,MEX,84,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-20,Fuad Anwar,Anwar,KSA,NED,18,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-20,Romário,Romário,BRA,RUS,26,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-20,Wim Jonk,Jonk,NED,KSA,50,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-20,Raí,Raí,BRA,RUS,52,,1,0,1994 FIFA World Cup Group B
1994,group,1994-06-20,Gaston Taument,Taument,NED,KSA,86,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-21,Gabriel Batistuta,Batistuta,ARG,GRE,2,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-21,Ion Andoni Goikoetxea,Goikoetxea,ESP,GER,14,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-21,Rashidi Yekini,Yekini,NGA,BUL,21,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-21,Daniel Amokachi,Amokachi,NGA,BUL,43,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-21,Gabriel Batistuta,Batistuta,ARG,GRE,45,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-21,Jürgen Klinsmann,Klinsmann,GER,ESP,48,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-21,Emmanuel Amunike,Amunike,NGA,BUL,55,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-21,Diego Maradona,Maradona,ARG,GRE,60,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-21,Gabriel Batistuta,Batistuta,ARG,GRE,90,2,1,0,1994 FIFA World Cup Group D
1994,group,1994-06-22,Alain Sutter,Sutter,SUI,ROU,16,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-22,Andrés Escobar,Escobar,COL,USA,35,,0,1,1994 FIFA World Cup Group A
1994,group,1994-06-22,Gheorghe Hagi,Hagi,ROU,SUI,35,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-22,Earnie Stewart,Stewart,USA,COL,52,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-22,Stéphane Chapuisat,Chapuisat,SUI,ROU,52,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-22,Adrian Knup,Knup,SUI,ROU,65,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-22,Adrian Knup,Knup,SUI,ROU,72,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-22,Adolfo Valencia,Valencia,COL,USA,90,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-23,Dino Baggio,D. Baggio,ITA,NOR,69,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-24,Oleg Salenko,Salenko,RUS,SWE,4,,1,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,Romário,Romário,BRA,CMR,39,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,Tomas Brolin,Brolin,SWE,RUS,39,,1,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,Luis García Postigo,García,MEX,IRL,42,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-24,Martin Dahlin,Dahlin,SWE,RUS,60,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,Luis García Postigo,García,MEX,IRL,65,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-24,Márcio Roberto dos Santos,Márcio Santos,BRA,CMR,66,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,Bebeto,Bebeto,BRA,CMR,73,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,Martin Dahlin,Dahlin,SWE,RUS,82,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-24,John Aldridge,Aldridge,IRL,MEX,84,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-25,Sami Al-Jaber,Al-Jaber,KSA,MAR,7,,1,0,1994 FIFA World Cup Group F
1994,group,1994-06-25,Samson Siasia,Siasia,NGA,ARG,8,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-25,Claudio Caniggia,Caniggia,ARG,NGA,21,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-25,Mohammed Chaouch,Chaouch,MAR,KSA,26,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-25,Claudio Caniggia,Caniggia,ARG,NGA,28,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-25,Fuad Anwar,Anwar,KSA,MAR,45,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-25,Philippe Albert,Albert,BEL,NED,65,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-26,Hristo Stoichkov,Stoichkov,BUL,GRE,5,,1,0,1994 FIFA World Cup Group D
1994,group,1994-06-26,Dan Petrescu,Petrescu,ROU,USA,18,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-26,Hernán Gaviria,Gaviria,COL,SUI,44,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-26,Hristo Stoichkov,Stoichkov,BUL,GRE,55,,1,0,1994 FIFA World Cup Group D
1994,group,1994-06-26,Yordan Letchkov,Letchkov,BUL,GRE,65,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-26,Daniel Borimirov,Borimirov,BUL,GRE,90,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-26,Harold Lozano,Lozano,COL,SUI,90,,0,0,1994 FIFA World Cup Group A
1994,group,1994-06-27,Jürgen Klinsmann,Klinsmann,GER,KOR,12,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,Pep Guardiola,Guardiola,ESP,BOL,19,,1,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,Karl-Heinz Riedle,Riedle,GER,KOR,20,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,Jürgen Klinsmann,Klinsmann,GER,KOR,37,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,Hwang Sun-hong,Hwang Sun-hong,KOR,GER,52,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,Hong Myung-bo,Hong Myung-bo,KOR,GER,63,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,José Luis Caminero,Caminero,ESP,BOL,66,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,Erwin Sánchez,E. Sánchez,BOL,ESP,67,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-27,José Luis Caminero,Caminero,ESP,BOL,70,,0,0,1994 FIFA World Cup Group C
1994,group,1994-06-28,Oleg Salenko,Salenko,RUS,CMR,15,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Kennet Andersson,K. Andersson,SWE,BRA,23,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Oleg Salenko,Salenko,RUS,CMR,41,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Oleg Salenko,Salenko,RUS,CMR,44,,1,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Roger Milla,Milla,CMR,RUS,46,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Romário,Romário,BRA,SWE,47,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Daniele Massaro,Massaro,ITA,MEX,48,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-28,Marcelino Bernal,Bernal,MEX,ITA,57,,0,0,1994 FIFA World Cup Group E
1994,group,1994-06-28,Oleg Salenko,Salenko,RUS,CMR,72,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Oleg Salenko,Salenko,RUS,CMR,75,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-28,Dmitri Radchenko,Radchenko,RUS,CMR,81,,0,0,1994 FIFA World Cup Group B
1994,group,1994-06-29,Saeed Al-Owairan,Al-Owairan,KSA,BEL,5,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-29,Dennis Bergkamp,Bergkamp,NED,MAR,43,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-29,Hassan Nader,Nader,MAR,NED,47,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-29,Bryan Roy,Roy,NED,MAR,77,,0,0,1994 FIFA World Cup Group F
1994,group,1994-06-30,Finidi George,George,NGA,GRE,45,2,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-30,Hristo Stoichkov,Stoichkov,BUL,ARG,61,,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-30,Nasko Sirakov,Sirakov,BUL,ARG,90,3,0,0,1994 FIFA World Cup Group D
1994,group,1994-06-30,Daniel Amokachi,Amokachi,NGA,GRE,90,5,0,0,1994 FIFA World Cup Group D
1994,round-of-16,1994-07-02,Rudi Völler,Völler,GER,BEL,6,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Georges Grün,Grün,BEL,GER,8,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Jürgen Klinsmann,Klinsmann,GER,BEL,11,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Fernando Hierro,Hierro,ESP,SUI,15,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Rudi Völler,Völler,GER,BEL,38,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Luis Enrique (footballer),Luis Enrique,ESP,SUI,74,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Txiki Begiristain,Begiristain,ESP,SUI,86,,1,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-02,Philippe Albert,Albert,BEL,GER,90,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Martin Dahlin,Dahlin,SWE,KSA,6,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Ilie Dumitrescu,Dumitrescu,ROU,ARG,11,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Gabriel Batistuta,Batistuta,ARG,ROU,16,,1,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Ilie Dumitrescu,Dumitrescu,ROU,ARG,18,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Kennet Andersson,K. Andersson,SWE,KSA,51,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Gheorghe Hagi,Hagi,ROU,ARG,58,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Abel Balbo,Balbo,ARG,ROU,75,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Fahad Al-Ghesheyan,Al-Ghesheyan,KSA,SWE,85,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-03,Kennet Andersson,K. Andersson,SWE,KSA,88,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-04,Dennis Bergkamp,Bergkamp,NED,IRL,11,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-04,Wim Jonk,Jonk,NED,IRL,41,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-04,Bebeto,Bebeto,BRA,USA,72,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-05,Hristo Stoichkov,Stoichkov,BUL,MEX,6,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-05,Alberto García Aspe,García Aspe,MEX,BUL,18,,1,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-05,Emmanuel Amunike,Amunike,NGA,ITA,25,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-05,Roberto Baggio,R. Baggio,ITA,NGA,88,,0,0,1994 FIFA World Cup knockout stage
1994,round-of-16,1994-07-05,Roberto Baggio,R. Baggio,ITA,NGA,102,,1,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Dino Baggio,D. Baggio,ITA,ESP,25,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Romário,Romário,BRA,NED,53,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,José Luis Caminero,Caminero,ESP,ITA,58,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Bebeto,Bebeto,BRA,NED,63,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Dennis Bergkamp,Bergkamp,NED,BRA,64,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Aron Winter,Winter,NED,BRA,76,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Branco (footballer),Branco,BRA,NED,81,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-09,Roberto Baggio,R. Baggio,ITA,ESP,88,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Lothar Matthäus,Matthäus,GER,BUL,47,,1,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Hristo Stoichkov,Stoichkov,BUL,GER,75,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Tomas Brolin,Brolin,SWE,ROU,78,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Yordan Letchkov,Letchkov,BUL,GER,78,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Florin Răducioiu,Răducioiu,ROU,SWE,88,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Florin Răducioiu,Răducioiu,ROU,SWE,101,,0,0,1994 FIFA World Cup knockout stage
1994,quarter-final,1994-07-10,Kennet Andersson,K. Andersson,SWE,ROU,115,,0,0,1994 FIFA World Cup knockout stage
1994,semi-final,1994-07-13,Roberto Baggio,R. Baggio,ITA,BUL,21,,0,0,1994 FIFA World Cup knockout stage
1994,semi-final,1994-07-13,Roberto Baggio,R. Baggio,ITA,BUL,25,,0,0,1994 FIFA World Cup knockout stage
1994,semi-final,1994-07-13,Hristo Stoichkov,Stoichkov,BUL,ITA,44,,1,0,1994 FIFA World Cup knockout stage
1994,semi-final,1994-07-13,Romário,Romário,BRA,SWE,80,,0,0,1994 FIFA World Cup knockout stage
1994,third-place,1994-07-16,Tomas Brolin,Brolin,SWE,BUL,8,,0,0,1994 FIFA World Cup knockout stage
1994,third-place,1994-07-16,Håkan Mild,Mild,SWE,BUL,30,,0,0,1994 FIFA World Cup knockout stage
1994,third-place,1994-07-16,Henrik Larsson,Larsson,SWE,BUL,37,,0,0,1994 FIFA World Cup knockout stage
1994,third-place,1994-07-16,Kennet Andersson,K. Andersson,SWE,BUL,39,,0,0,1994 FIFA World Cup knockout stage
1998,group,1998-06-10,César Sampaio,César Sampaio,BRA,SCO,5,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-10,Mustapha Hadji,Hadji,MAR,NOR,37,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-10,"John Collins (footballer, born 1968)",Collins,SCO,BRA,38,,1,0,1998 FIFA World Cup Group A
1998,group,1998-06-10,Youssef Chippo,Chippo,MAR,NOR,45,1,0,1,1998 FIFA World Cup Group A
1998,group,1998-06-10,Abdeljalil Hadda,Hadda,MAR,NOR,60,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-10,Dan Eggen,Eggen,NOR,MAR,61,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-10,Tom Boyd (Scottish footballer),Boyd,SCO,BRA,74,,0,1,1998 FIFA World Cup Group A
1998,group,1998-06-11,Christian Vieri,Vieri,ITA,CHI,10,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-11,Marcelo Salas,Salas,CHI,ITA,45,3,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-11,Marcelo Salas,Salas,CHI,ITA,50,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-11,Pierre Njanka,Njanka,CMR,AUT,77,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-11,Roberto Baggio,R. Baggio,ITA,CHI,84,,1,0,1998 FIFA World Cup Group B
1998,group,1998-06-11,Toni Polster,Polster,AUT,CMR,90,1,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-12,Christophe Dugarry,Dugarry,FRA,RSA,36,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-12,Marc Rieper,Rieper,DEN,KSA,69,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-12,Pierre Issa,Issa,RSA,FRA,77,,0,1,1998 FIFA World Cup Group C
1998,group,1998-06-12,Thierry Henry,Henry,FRA,RSA,90,2,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-13,Fernando Hierro,Hierro,ESP,NGA,21,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-13,Mutiu Adepoju,Adepoju,NGA,ESP,24,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-13,Ha Seok-ju,Ha Seok-ju,KOR,MEX,27,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-13,Raúl (footballer),Raúl,ESP,NGA,47,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-13,Ricardo Peláez,Peláez,MEX,KOR,50,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-13,Andoni Zubizarreta,Zubizarreta,ESP,NGA,73,,0,1,1998 FIFA World Cup Group D
1998,group,1998-06-13,"Luis Hernández (footballer, born 1968)",Hernández,MEX,KOR,75,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-13,Sunday Oliseh,Oliseh,NGA,ESP,78,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-13,"Luis Hernández (footballer, born 1968)",Hernández,MEX,KOR,84,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-14,Mario Stanić,Stanić,CRO,JAM,27,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-14,Gabriel Batistuta,Batistuta,ARG,JPN,28,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-14,Robbie Earle,Earle,JAM,CRO,45,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-14,Robert Prosinečki,Prosinečki,CRO,JAM,53,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-14,Davor Šuker,Šuker,CRO,JAM,69,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-14,Siniša Mihajlović,Mihajlović,YUG,IRN,73,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-15,Andreas Möller,Möller,GER,USA,9,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-15,Alan Shearer,Shearer,ENG,TUN,42,,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-15,Adrian Ilie,Ilie,ROU,COL,45,1,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-15,Jürgen Klinsmann,Klinsmann,GER,USA,65,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-15,Paul Scholes,Scholes,ENG,TUN,89,,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-16,Ronaldo (Brazilian footballer),Ronaldo,BRA,MAR,9,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-16,Rivaldo,Rivaldo,BRA,MAR,45,2,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-16,Håvard Flo,H. Flo,NOR,SCO,46,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-16,Bebeto,Bebeto,BRA,MAR,50,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-16,Craig Burley,Burley,SCO,NOR,66,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-17,Luigi Di Biagio,Di Biagio,ITA,CMR,7,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-17,Marcelo Salas,Salas,CHI,AUT,70,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-17,Christian Vieri,Vieri,ITA,CMR,75,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-17,Christian Vieri,Vieri,ITA,CMR,89,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-17,Ivica Vastić,Vastić,AUT,CHI,90,2,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-18,Allan Nielsen,Nielsen,DEN,RSA,12,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-18,Thierry Henry,Henry,FRA,KSA,37,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-18,Benni McCarthy,McCarthy,RSA,DEN,51,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-18,David Trezeguet,Trezeguet,FRA,KSA,68,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-18,Thierry Henry,Henry,FRA,KSA,78,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-18,Bixente Lizarazu,Lizarazu,FRA,KSA,85,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-19,Victor Ikpeba,Ikpeba,NGA,BUL,28,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-20,Phillip Cocu,Cocu,NED,KOR,37,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Marc Overmars,Overmars,NED,KOR,41,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Marc Wilmots,Wilmots,BEL,MEX,42,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Marc Wilmots,Wilmots,BEL,MEX,47,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Alberto García Aspe,García Aspe,MEX,BEL,55,,1,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Cuauhtémoc Blanco,Blanco,MEX,BEL,62,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Dennis Bergkamp,Bergkamp,NED,KOR,71,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Davor Šuker,Šuker,CRO,JPN,77,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-20,Pierre van Hooijdonk,Van Hooijdonk,NED,KOR,80,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-20,Ronald de Boer,R. de Boer,NED,KOR,83,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-21,Predrag Mijatović,Mijatović,YUG,GER,13,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-21,Ariel Ortega,Ortega,ARG,JAM,31,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-21,Hamid Estili,Estili,IRN,USA,40,,0,0,United States v Iran (1998 FIFA World Cup)
1998,group,1998-06-21,Dragan Stojković,Stojković,YUG,GER,52,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-21,Ariel Ortega,Ortega,ARG,JAM,55,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-21,Siniša Mihajlović,Mihajlović,YUG,GER,72,,0,1,1998 FIFA World Cup Group F
1998,group,1998-06-21,Gabriel Batistuta,Batistuta,ARG,JAM,73,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-21,Gabriel Batistuta,Batistuta,ARG,JAM,78,,0,0,1998 FIFA World Cup Group H
1998,group,1998-06-21,Oliver Bierhoff,Bierhoff,GER,YUG,78,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-21,Gabriel Batistuta,Batistuta,ARG,JAM,83,,1,0,1998 FIFA World Cup Group H
1998,group,1998-06-21,Mehdi Mahdavikia,Mahdavikia,IRN,USA,84,,0,0,United States v Iran (1998 FIFA World Cup)
1998,group,1998-06-21,Brian McBride,McBride,USA,IRN,87,,0,0,United States v Iran (1998 FIFA World Cup)
1998,group,1998-06-22,Viorel Moldovan,Moldovan,ROU,ENG,46,,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-22,Michael Owen,Owen,ENG,ROU,81,,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-22,Léider Preciado,Preciado,COL,TUN,83,,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-22,Dan Petrescu,Petrescu,ROU,ENG,90,,0,0,1998 FIFA World Cup Group G
1998,group,1998-06-23,"José Luis Sierra (footballer, born 1968)",Sierra,CHI,CMR,20,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-23,Salaheddine Bassir,Bassir,MAR,SCO,23,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-23,Abdeljalil Hadda,Hadda,MAR,SCO,46,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-23,Christian Vieri,Vieri,ITA,AUT,48,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-23,Patrick Mboma,Mboma,CMR,CHI,56,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-23,Bebeto,Bebeto,BRA,NOR,78,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-23,Tore André Flo,T. A. Flo,NOR,BRA,83,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-23,Salaheddine Bassir,Bassir,MAR,SCO,85,,0,0,1998 FIFA World Cup Group A
1998,group,1998-06-23,Kjetil Rekdal,Rekdal,NOR,BRA,89,,1,0,1998 FIFA World Cup Group A
1998,group,1998-06-23,Roberto Baggio,R. Baggio,ITA,AUT,90,,0,0,1998 FIFA World Cup Group B
1998,group,1998-06-23,Andreas Herzog,Herzog,AUT,ITA,90,2,1,0,1998 FIFA World Cup Group B
1998,group,1998-06-24,Celso Ayala,Ayala,PAR,NGA,1,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Fernando Hierro,Hierro,ESP,BUL,6,,1,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Wilson Oruma,Oruma,NGA,PAR,11,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Youri Djorkaeff,Djorkaeff,FRA,DEN,12,,1,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,Luis Enrique,Luis Enrique,ESP,BUL,18,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Shaun Bartlett,Bartlett,RSA,KSA,18,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,Michael Laudrup,M. Laudrup,DEN,FRA,42,,1,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,Sami Al-Jaber,Al-Jaber,KSA,RSA,45,2,1,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,Fernando Morientes,Morientes,ESP,BUL,55,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Emmanuel Petit,Petit,FRA,DEN,56,,0,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,Emil Kostadinov,Kostadinov,BUL,ESP,58,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Miguel Ángel Benítez Pavón,Benítez,PAR,NGA,58,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Yousuf Al-Thunayan,Al-Thunayan,KSA,RSA,74,,1,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,Fernando Morientes,Morientes,ESP,BUL,81,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,José Cardozo,Cardozo,PAR,NGA,86,,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-24,Georgi Bachev,Bachev,BUL,ESP,88,,0,1,1998 FIFA World Cup Group D
1998,group,1998-06-24,Shaun Bartlett,Bartlett,RSA,KSA,90,3,1,0,1998 FIFA World Cup Group C
1998,group,1998-06-24,"Kiko (footballer, born 1972)",Kiko,ESP,BUL,90,4,0,0,1998 FIFA World Cup Group D
1998,group,1998-06-25,Phillip Cocu,Cocu,NED,MEX,4,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-25,Slobodan Komljenović,Komljenović,YUG,USA,4,,0,0,1998 FIFA World Cup Group F
1998,group,1998-06-25,Luc Nilis,Nilis,BEL,KOR,7,,0,0,1998 FIFA World Cup Group E
1998,group,1998-06-25,Ronald de Boer,R. de Boer,NED,MEX,18,,0,0,1998 FIFA World Cup Group E
