year,stage,date,player_key,player_display,team_code,opponent_code,minute,minute_extra,penalty,own_goal,source_page
1930,group,1930-07-13,Lucien Laurent,L. Laurent,FRA,MEX,19,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-13,Bart McGhee,McGhee,USA,BEL,23,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-13,Marcel Langiller,Langiller,FRA,MEX,40,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-13,André Maschinot,Maschinot,FRA,MEX,43,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-13,Tom Florie,Florie,USA,BEL,45,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-13,Bert Patenaude,Patenaude,USA,BEL,69,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-13,Juan Carreño,Carreño,MEX,FRA,70,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-13,André Maschinot,Maschinot,FRA,MEX,87,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-14,Adalbert Deșu,Deșu,ROU,PER,1,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-14,Aleksandar Tirnanić,Tirnanić,YUG,BRA,21,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-14,Ivan Bek,Bek,YUG,BRA,30,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-14,Preguinho,Preguinho,BRA,YUG,62,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-14,Luis de Souza,De Souza,PER,ROU,75,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-14,Constantin Stanciu,Stanciu,ROU,PER,79,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-14,Miklós Kovács (footballer),Kovács,ROU,PER,89,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-15,Luis Monti,Monti,ARG,FRA,81,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-16,Carlos Vidal,Vidal,CHI,MEX,3,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-16,"Manuel Rosas (footballer, born 1912)",M. Rosas,MEX,CHI,52,,0,1,1930 FIFA World Cup Group 1
1930,group,1930-07-16,Carlos Vidal,Vidal,CHI,MEX,65,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-17,Bert Patenaude,Patenaude,USA,PAR,10,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-17,Bert Patenaude,Patenaude,USA,PAR,15,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-17,Bert Patenaude,Patenaude,USA,PAR,50,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-17,Ivan Bek,Bek,YUG,BOL,60,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-17,Blagoje Marjanović,Marjanović,YUG,BOL,65,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-17,Ivan Bek,Bek,YUG,BOL,67,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-17,Đorđe Vujadinović,Vujadinović,YUG,BOL,85,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-18,Héctor Castro,Castro,URU,PER,65,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-19,Guillermo Stábile,Stábile,ARG,MEX,8,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Adolfo Zumelzú,Zumelzú,ARG,MEX,12,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Guillermo Stábile,Stábile,ARG,MEX,17,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,"Manuel Rosas (footballer, born 1912)",M. Rosas,MEX,ARG,42,,1,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Francisco Varallo,Varallo,ARG,MEX,53,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Adolfo Zumelzú,Zumelzú,ARG,MEX,55,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,"Manuel Rosas (footballer, born 1912)",M. Rosas,MEX,ARG,65,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Guillermo Subiabre,Subiabre,CHI,FRA,67,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Roberto Gayón,Gayón,MEX,ARG,75,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-19,Guillermo Stábile,Stábile,ARG,MEX,80,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-20,Moderato Wisintainer,Moderato,BRA,BOL,37,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-20,Luis Vargas Peña,Vargas Peña,PAR,BEL,40,,0,0,1930 FIFA World Cup Group 4
1930,group,1930-07-20,Preguinho,Preguinho,BRA,BOL,57,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-20,Moderato Wisintainer,Moderato,BRA,BOL,73,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-20,Preguinho,Preguinho,BRA,BOL,83,,0,0,1930 FIFA World Cup Group 2
1930,group,1930-07-21,Pablo Dorado,Dorado,URU,ROU,7,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-21,Héctor Scarone,Scarone,URU,ROU,26,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-21,Peregrino Anselmo,Anselmo,URU,ROU,31,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-21,Pedro Cea,Cea,URU,ROU,35,,0,0,1930 FIFA World Cup Group 3
1930,group,1930-07-22,Guillermo Stábile,Stábile,ARG,CHI,12,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-22,Guillermo Stábile,Stábile,ARG,CHI,13,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-22,Guillermo Subiabre,Subiabre,CHI,ARG,15,,0,0,1930 FIFA World Cup Group 1
1930,group,1930-07-22,Mario Evaristo,M. Evaristo,ARG,CHI,51,,0,0,1930 FIFA World Cup Group 1
1930,semi-final,1930-07-26,Luis Monti,Monti,ARG,USA,20,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-26,Alejandro Scopelli,Scopelli,ARG,USA,56,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-26,Guillermo Stábile,Stábile,ARG,USA,69,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-26,Carlos Peucelle,Peucelle,ARG,USA,80,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-26,Carlos Peucelle,Peucelle,ARG,USA,85,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-26,Guillermo Stábile,Stábile,ARG,USA,87,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-26,"Jim Brown (soccer, born 1908)",Brown,USA,ARG,89,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Đorđe Vujadinović,Vujadinović,YUG,URU,4,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Pedro Cea,Cea,URU,YUG,18,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Peregrino Anselmo,Anselmo,URU,YUG,20,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Peregrino Anselmo,Anselmo,URU,YUG,31,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Santos Iriarte,Iriarte,URU,YUG,61,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Pedro Cea,Cea,URU,YUG,67,,0,0,1930 FIFA World Cup knockout stage
1930,semi-final,1930-07-27,Pedro Cea,Cea,URU,YUG,72,,0,0,1930 FIFA World Cup knockout stage
1930,final,1930-07-30,Pablo Dorado,Dorado,URU,ARG,12,,0,0,1930 FIFA World Cup final
1930,final,1930-07-30,Carlos Peucelle,Peucelle,ARG,URU,20,,0,0,1930 FIFA World Cup final
1930,final,1930-07-30,Guillermo Stábile,Stábile,ARG,URU,37,,0,0,1930 FIFA World Cup final
1930,final,1930-07-30,Pedro Cea,Cea,URU,ARG,57,,0,0,1930 FIFA World Cup final
1930,final,1930-07-30,Santos Iriarte,Iriarte,URU,ARG,68,,0,0,1930 FIFA World Cup final
1930,final,1930-07-30,Héctor Castro,Castro,URU,ARG,89,,0,0,1930 FIFA World Cup final
1934,round-of-16,1934-05-27,Ernesto Belis,Belis,ARG,SWE,4,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Leopold Kielholz,Kielholz,SUI,NED,7,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Sven Jonasson,Jonasson,SWE,ARG,9,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Pál Teleki (footballer),Teleki,HUN,EGY,11,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Ștefan Dobay,Dobay,ROU,CSK,11,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Angelo Schiavio,Schiavio,ITA,USA,18,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Jean Nicolas,Nicolas,FRA,AUT,18,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,José Iraragorri,Iraragorri,ESP,BRA,18,,1,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Raimundo Orsi,Orsi,ITA,USA,20,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,José Iraragorri,Iraragorri,ESP,BRA,25,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Stanislaus Kobierski,Kobierski,GER,BEL,25,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Angelo Schiavio,Schiavio,ITA,USA,29,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Bernard Voorhoof,Voorhoof,BEL,GER,29,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Isidro Lángara,Lángara,ESP,BRA,29,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Kick Smit,Smit,NED,SUI,29,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Géza Toldi,Toldi,HUN,EGY,31,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Abdulrahman Fawzi,Fawzi,EGY,HUN,35,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Abdulrahman Fawzi,Fawzi,EGY,HUN,39,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Bernard Voorhoof,Voorhoof,BEL,GER,43,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Leopold Kielholz,Kielholz,SUI,NED,43,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Matthias Sindelar,Sindelar,AUT,FRA,44,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Alberto Galateo,Galateo,ARG,SWE,48,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Otto Siffling,Siffling,GER,BEL,49,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Antonín Puč,Puč,CSK,ROU,50,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Jenő Vincze,Vincze,HUN,EGY,53,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,"Leônidas (footballer, born 1913)",Leônidas,BRA,ESP,55,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Aldo Donelli,Donelli,USA,ITA,57,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Géza Toldi,Toldi,HUN,EGY,61,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Giovanni Ferrari,Ferrari,ITA,USA,63,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Angelo Schiavio,Schiavio,ITA,USA,64,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,André Abegglen,Abegglen,SUI,NED,66,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Edmund Conen,Conen,GER,BEL,66,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Oldřich Nejedlý,Nejedlý,CSK,ROU,67,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Sven Jonasson,Jonasson,SWE,ARG,67,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Leen Vente,Vente,NED,SUI,69,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Raimundo Orsi,Orsi,ITA,USA,69,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Edmund Conen,Conen,GER,BEL,70,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Knut Kroon,Kroon,SWE,ARG,79,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Edmund Conen,Conen,GER,BEL,87,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Giuseppe Meazza,Meazza,ITA,USA,90,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Anton Schall,Schall,AUT,FRA,93,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Josef Bican,Bican,AUT,FRA,109,,0,0,1934 FIFA World Cup final tournament
1934,round-of-16,1934-05-27,Georges Verriest,Verriest,FRA,AUT,116,,1,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Johann Horvath,Horvath,AUT,HUN,8,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Leopold Kielholz,Kielholz,SUI,CSK,18,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,František Svoboda,Svoboda,CSK,SUI,24,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Luis Regueiro,Regueiro,ESP,ITA,30,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Giovanni Ferrari,Ferrari,ITA,ESP,44,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Jiří Sobotka,Sobotka,CSK,SUI,49,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Karl Zischek,Zischek,AUT,HUN,51,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,György Sárosi,Sárosi,HUN,AUT,60,,1,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Karl Hohmann,Hohmann,GER,SWE,60,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Karl Hohmann,Hohmann,GER,SWE,63,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Willy Jäggi,Jäggi,SUI,CSK,78,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Gösta Dunker,Dunker,SWE,GER,82,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-05-31,Oldřich Nejedlý,Nejedlý,CSK,SUI,82,,0,0,1934 FIFA World Cup final tournament
1934,quarter-final,1934-06-01,Giuseppe Meazza,Meazza,ITA,ESP,11,,0,0,1934 FIFA World Cup final tournament
1934,semi-final,1934-06-03,Enrique Guaita,Guaita,ITA,AUT,19,,0,0,1934 FIFA World Cup final tournament
1934,semi-final,1934-06-03,Oldřich Nejedlý,Nejedlý,CSK,GER,21,,0,0,1934 FIFA World Cup final tournament
1934,semi-final,1934-06-03,Rudolf Noack,Noack,GER,CSK,62,,0,0,1934 FIFA World Cup final tournament
1934,semi-final,1934-06-03,Oldřich Nejedlý,Nejedlý,CSK,GER,69,,0,0,1934 FIFA World Cup final tournament
1934,semi-final,1934-06-03,Oldřich Nejedlý,Nejedlý,CSK,GER,80,,0,0,1934 FIFA World Cup final tournament
1934,third-place,1934-06-07,Ernst Lehner,Lehner,GER,AUT,1,,0,0,1934 FIFA World Cup final tournament
1934,third-place,1934-06-07,Edmund Conen,Conen,GER,AUT,27,,0,0,1934 FIFA World Cup final tournament
1934,third-place,1934-06-07,Johann Horvath,Horvath,AUT,GER,28,,0,0,1934 FIFA World Cup final tournament
1934,third-place,1934-06-07,Ernst Lehner,Lehner,GER,AUT,42,,0,0,1934 FIFA World Cup final tournament
1934,third-place,1934-06-07,Karl Sesta,Sesta,AUT,GER,54,,0,0,1934 FIFA World Cup final tournament
1934,final,1934-06-10,Antonín Puč,Puč,TCH,ITA,71,,0,0,1934 FIFA World Cup final
1934,final,1934-06-10,Raimundo Orsi,Orsi,ITA,TCH,81,,0,0,1934 FIFA World Cup final
1934,final,1934-06-10,Angelo Schiavio,Schiavio,ITA,TCH,95,,0,0,1934 FIFA World Cup final
1938,round-of-16,1938-06-04,Josef Gauchel,Gauchel,GER,SUI,29,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-04,André Abegglen,Abegglen,SUI,GER,43,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Émile Veinante,Veinante,FRA,BEL,1,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Pietro Ferraris,Ferraris,ITA,NOR,2,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Vilmos Kohut,Kohut,HUN,DEI,13,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Géza Toldi,Toldi,HUN,DEI,15,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Jean Nicolas,Nicolas,FRA,BEL,16,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,"Leônidas (footballer, born 1913)",Leônidas,BRA,POL,18,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Friedrich Scherfke,Scherfke,POL,BRA,23,,1,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,György Sárosi,G. Sárosi,HUN,DEI,25,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Romeu Pellicciari,Romeu,BRA,POL,25,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Gyula Zsengellér,Zsengellér,HUN,DEI,30,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Silviu Bindea,Bindea,ROU,CUB,35,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Hendrik Isemborghs,Isemborghs,BEL,FRA,38,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Héctor Socorro,Socorro,CUB,ROU,44,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,José Perácio,Perácio,BRA,POL,44,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Ernst Wilimowski,Wilimowski,POL,BRA,53,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Ernst Wilimowski,Wilimowski,POL,BRA,59,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Jean Nicolas,Nicolas,FRA,BEL,69,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,José Magriñá,Magriñá,CUB,ROU,69,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,José Perácio,Perácio,BRA,POL,71,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Gyula Zsengellér,Zsengellér,HUN,DEI,76,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Arne Brustad,Brustad,NOR,ITA,83,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Iuliu Barátky,Barátky,ROU,CUB,88,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Ernst Wilimowski,Wilimowski,POL,BRA,89,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,György Sárosi,G. Sárosi,HUN,DEI,89,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,"Leônidas (footballer, born 1913)",Leônidas,BRA,POL,93,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Silvio Piola,Piola,ITA,NOR,94,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Josef Košťálek,Košťálek,CSK,NED,96,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Héctor Socorro,Socorro,CUB,ROU,103,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,"Leônidas (footballer, born 1913)",Leônidas,BRA,POL,104,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Ștefan Dobay,Dobay,ROU,CUB,105,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Oldřich Nejedlý,Nejedlý,CSK,NED,111,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-05,Ernst Wilimowski,Wilimowski,POL,BRA,118,,0,0,Brazil v Poland (1938 FIFA World Cup)
1938,round-of-16,1938-06-05,Josef Zeman (footballer),Zeman,CSK,NED,118,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,Wilhelm Hahnemann,Hahnemann,GER,SUI,8,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,Ernst Lörtscher,Lörtscher,SUI,GER,22,,0,1,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,Ștefan Dobay,Dobay,ROU,CUB,35,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,Eugen Walaschek,Walaschek,SUI,GER,42,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,Héctor Socorro,Socorro,CUB,ROU,51,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,"Tomás Fernández (footballer, born 1915)",Fernández,CUB,ROU,57,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,Alfred Bickel,Bickel,SUI,GER,64,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,André Abegglen,Abegglen,SUI,GER,75,,0,0,1938 FIFA World Cup final tournament
1938,round-of-16,1938-06-09,André Abegglen,Abegglen,SUI,GER,78,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Gino Colaussi,Colaussi,ITA,FRA,9,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Harry Andersson,H. Andersson,SWE,CUB,9,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Oscar Heisserer,Heisserer,FRA,ITA,10,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Gustav Wetterström,Wetterström,SWE,CUB,22,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,"Leônidas (footballer, born 1913)",Leônidas,BRA,TCH,30,,0,0,Battle of Bordeaux (1938 FIFA World Cup)
1938,quarter-final,1938-06-12,Gustav Wetterström,Wetterström,SWE,CUB,37,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,György Sárosi,G. Sárosi,HUN,SUI,40,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Gustav Wetterström,Wetterström,SWE,CUB,44,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Silvio Piola,Piola,ITA,FRA,51,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Oldřich Nejedlý,Nejedlý,TCH,BRA,65,,1,0,Battle of Bordeaux (1938 FIFA World Cup)
1938,quarter-final,1938-06-12,Silvio Piola,Piola,ITA,FRA,72,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Tore Keller,Keller,SWE,CUB,80,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Harry Andersson,H. Andersson,SWE,CUB,81,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Arne Nyberg,Nyberg,SWE,CUB,84,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Gyula Zsengellér,Zsengellér,HUN,SUI,89,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-12,Harry Andersson,H. Andersson,SWE,CUB,89,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-14,Vlastimil Kopecký,Kopecký,CSK,BRA,25,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-14,"Leônidas (footballer, born 1913)",Leônidas,BRA,CSK,57,,0,0,1938 FIFA World Cup final tournament
1938,quarter-final,1938-06-14,"Roberto (footballer, born 1912)",Roberto,BRA,CSK,62,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Arne Nyberg,Nyberg,SWE,HUN,1,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Sven Jacobsson,Jacobsson,SWE,HUN,19,,0,1,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Pál Titkos,Titkos,HUN,SWE,37,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Gyula Zsengellér,Zsengellér,HUN,SWE,39,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Gino Colaussi,Colaussi,ITA,BRA,51,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Giuseppe Meazza,Meazza,ITA,BRA,60,,1,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,György Sárosi,G. Sárosi,HUN,SWE,65,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Gyula Zsengellér,Zsengellér,HUN,SWE,85,,0,0,1938 FIFA World Cup final tournament
1938,semi-final,1938-06-16,Romeu Pellicciari,Romeu,BRA,ITA,87,,0,0,1938 FIFA World Cup final tournament
1938,final,1938-06-19,Gino Colaussi,Colaussi,ITA,HUN,6,,0,0,1938 FIFA World Cup final
1938,final,1938-06-19,Pál Titkos,Titkos,HUN,ITA,8,,0,0,1938 FIFA World Cup final
1938,final,1938-06-19,Silvio Piola,Piola,ITA,HUN,16,,0,0,1938 FIFA World Cup final
1938,third-place,1938-06-19,Sven Jonasson,Jonasson,SWE,BRA,28,,0,0,1938 FIFA World Cup final tournament
1938,final,1938-06-19,Gino Colaussi,Colaussi,ITA,HUN,35,,0,0,1938 FIFA World Cup final
1938,third-place,1938-06-19,Arne Nyberg,Nyberg,SWE,BRA,38,,0,0,1938 FIFA World Cup final tournament
1938,third-place,1938-06-19,Romeu Pellicciari,Romeu,BRA,SWE,44,,0,0,1938 FIFA World Cup final tournament
1938,third-place,1938-06-19,"Leônidas (footballer, born 1913)",Leônidas,BRA,SWE,63,,0,0,1938 FIFA World Cup final tournament
1938,final,1938-06-19,György Sárosi,G. Sárosi,HUN,ITA,70,,0,0,1938 FIFA World Cup final
1938,third-place,1938-06-19,"Leônidas (footballer, born 1913)",Leônidas,BRA,SWE,74,,0,0,1938 FIFA World Cup final tournament
1938,third-place,1938-06-19,José Perácio,Perácio,BRA,SWE,80,,0,0,1938 FIFA World Cup final tournament
1938,final,1938-06-19,Silvio Piola,Piola,ITA,HUN,82,,0,0,1938 FIFA World Cup final
1950,group,1950-06-24,Ademir Marques de Menezes,Ademir,BRA,MEX,30,,0,0,1950 FIFA World Cup Group 1
1950,group,1950-06-24,Jair da Rosa Pinto,Jair,BRA,MEX,65,,0,0,1950 FIFA World Cup Group 1
1950,group,1950-06-24,"Baltazar (footballer, born 1926)",Baltazar,BRA,MEX,71,,0,0,1950 FIFA World Cup Group 1
1950,group,1950-06-24,Ademir Marques de Menezes,Ademir,BRA,MEX,79,,0,0,1950 FIFA World Cup Group 1
1950,group,1950-06-25,Riccardo Carapellese,Carapellese,ITA,SWE,7,,0,0,1950 FIFA World Cup Group 3
